"","x"
"21911","No schooling"
"21912","Preschool/ Primary"
"21913","Middle"
"21914","No schooling"
"21915","Preschool/ Primary"
"21916","No schooling"
"21917","No schooling"
"21918","Preschool/ Primary"
"21919","Preschool/ Primary"
"21920","Preschool/ Primary"
"21921","Preschool/ Primary"
"21922","No schooling"
"21923","No schooling"
"21924","No schooling"
"21925","Preschool/ Primary"
"21926","No schooling"
"21927","No schooling"
"21928","Preschool/ Primary"
"21929","No schooling"
"21930","No schooling"
"21931","Matric"
"21932","No schooling"
"21933","No schooling"
"21934","No schooling"
"21935","No schooling"
"21936","No schooling"
"21937","Preschool/ Primary"
"21938","No schooling"
"21939","No schooling"
"21940","No schooling"
"21941","No schooling"
"21942","No schooling"
"21943","No schooling"
"21944","No schooling"
"21945","No schooling"
"21946","No schooling"
"21947","Preschool/ Primary"
"21948","No schooling"
"21949","No schooling"
"21950","No schooling"
"21951","Preschool/ Primary"
"21952","No schooling"
"21953","No schooling"
"21954","No schooling"
"21955","No schooling"
"21956","Matric"
"21957","No schooling"
"21958","No schooling"
"21959","No schooling"
"21960","No schooling"
"21961","No schooling"
"21962","Preschool/ Primary"
"21963","No schooling"
"21964","No schooling"
"21965","Preschool/ Primary"
"21966","Preschool/ Primary"
"21967","No schooling"
"21968","Matric"
"21969","No schooling"
"21970","No schooling"
"21971","Preschool/ Primary"
"21972","No schooling"
"21973","Preschool/ Primary"
"21974","Intermediate"
"21975","Middle"
"21976","Graduation"
"21977","No schooling"
"21978","No schooling"
"21979","Intermediate"
"21980","No schooling"
"21981","No schooling"
"21982","Matric"
"21983","Graduation"
"21984","Preschool/ Primary"
"21985","Graduation"
"21986","Matric"
"21987","Preschool/ Primary"
"21988","Preschool/ Primary"
"21989","Preschool/ Primary"
"21990","Matric"
"21991","No schooling"
"21992","Preschool/ Primary"
"21993","Middle"
"21994","Masters or above"
"21995","No schooling"
"21996","Middle"
"21997","No schooling"
"21998","Masters or above"
"21999","Middle"
"22000","Matric"
"22001","No schooling"
"22002","Preschool/ Primary"
"22003","Preschool/ Primary"
"22004","Preschool/ Primary"
"22005","No schooling"
"22006","Preschool/ Primary"
"22007","Preschool/ Primary"
"22008","No schooling"
"22009","No schooling"
"22010","No schooling"
"22011","No schooling"
"22012","Preschool/ Primary"
"22013","No schooling"
"22014","No schooling"
"22015","Preschool/ Primary"
"22016","Preschool/ Primary"
"22017","Preschool/ Primary"
"22018","Middle"
"22019","No schooling"
"22020","Preschool/ Primary"
"22021","No schooling"
"22022","No schooling"
"22023","No schooling"
"22024","No schooling"
"22025","Preschool/ Primary"
"22026","No schooling"
"22027","No schooling"
"22028","Preschool/ Primary"
"22029","No schooling"
"22030","Middle"
"22031","No schooling"
"22032","No schooling"
"22033","No schooling"
"22034","Middle"
"22035","No schooling"
"22036","No schooling"
"22037","Preschool/ Primary"
"22038","No schooling"
"22039","Preschool/ Primary"
"22040","No schooling"
"22041","No schooling"
"22042","Preschool/ Primary"
"22043","Preschool/ Primary"
"22044","Matric"
"22045","Middle"
"22046","Preschool/ Primary"
"22047","Preschool/ Primary"
"22048","Matric"
"22049","Preschool/ Primary"
"22050","Graduation"
"22051","No schooling"
"22052","No schooling"
"22053","Preschool/ Primary"
"22054","No schooling"
"22055","No schooling"
"22056","No schooling"
"22057","No schooling"
"22058","Preschool/ Primary"
"22059","No schooling"
"22060","Middle"
"22061","No schooling"
"22062","Middle"
"22063","No schooling"
"22064","Graduation"
"22065","Preschool/ Primary"
"22066","No schooling"
"22067","No schooling"
"22068","No schooling"
"22069","No schooling"
"22070","No schooling"
"22071","Preschool/ Primary"
"22072","No schooling"
"22073","Preschool/ Primary"
"22074","No schooling"
"22075","No schooling"
"22076","No schooling"
"22077","Middle"
"22078","No schooling"
"22079","No schooling"
"22080","No schooling"
"22081","No schooling"
"22082","No schooling"
"22083","No schooling"
"22084","No schooling"
"22085","No schooling"
"22086","Preschool/ Primary"
"22087","Preschool/ Primary"
"22088","No schooling"
"22089","Preschool/ Primary"
"22090","Matric"
"22091","Preschool/ Primary"
"22092","Preschool/ Primary"
"22093","No schooling"
"22094","No schooling"
"22095","Preschool/ Primary"
"22096","No schooling"
"22097","No schooling"
"22098","No schooling"
"22099","No schooling"
"22100","No schooling"
"22101","No schooling"
"22102","No schooling"
"22103","No schooling"
"22104","Preschool/ Primary"
"22105","No schooling"
"22106","No schooling"
"22107","No schooling"
"22108","No schooling"
"22109","No schooling"
"22110","No schooling"
"22111","No schooling"
"22112","No schooling"
"22113","No schooling"
"22114","Preschool/ Primary"
"22115","Intermediate"
"22116","No schooling"
"22117","Matric"
"22118","Preschool/ Primary"
"22119","No schooling"
"22120","No schooling"
"22121","No schooling"
"22122","Matric"
"22123","Graduation"
"22124","No schooling"
"22125","Matric"
"22126","Preschool/ Primary"
"22127","No schooling"
"22128","No schooling"
"22129","No schooling"
"22130","No schooling"
"22131","No schooling"
"22132","No schooling"
"22133","No schooling"
"22134","No schooling"
"22135","No schooling"
"22136","No schooling"
"22137","No schooling"
"22138","No schooling"
"22139","No schooling"
"22140","No schooling"
"22141","No schooling"
"22142","No schooling"
"22143","Preschool/ Primary"
"22144","Matric"
"22145","Preschool/ Primary"
"22146","Middle"
"22147","Matric"
"22148","Preschool/ Primary"
"22149","No schooling"
"22150","Intermediate"
"22151","Preschool/ Primary"
"22152","Matric"
"22153","No schooling"
"22154","Middle"
"22155","No schooling"
"22156","No schooling"
"22157","No schooling"
"22158","Preschool/ Primary"
"22159","Preschool/ Primary"
"22160","No schooling"
"22161","No schooling"
"22162","Middle"
"22163","No schooling"
"22164","No schooling"
"22165","No schooling"
"22166","Preschool/ Primary"
"22167","No schooling"
"22168","No schooling"
"22169","No schooling"
"22170","No schooling"
"22171","No schooling"
"22172","No schooling"
"22173","No schooling"
"22174","No schooling"
"22175","No schooling"
"22176","No schooling"
"22177","No schooling"
"22178","No schooling"
"22179","No schooling"
"22180","Preschool/ Primary"
"22181","No schooling"
"22182","No schooling"
"22183","No schooling"
"22184","No schooling"
"22185","Preschool/ Primary"
"22186","No schooling"
"22187","No schooling"
"22188","Preschool/ Primary"
"22189","No schooling"
"22190","No schooling"
"22191","No schooling"
"22192","No schooling"
"22193","Preschool/ Primary"
"22194","No schooling"
"22195","No schooling"
"22196","Middle"
"22197","Preschool/ Primary"
"22198","Middle"
"22199","No schooling"
"22200","Matric"
"22201","Middle"
"22202","No schooling"
"22203","No schooling"
"22204","No schooling"
"22205","No schooling"
"22206","No schooling"
"22207","No schooling"
"22208","Preschool/ Primary"
"22209","No schooling"
"22210","Preschool/ Primary"
"22211","No schooling"
"22212","Matric"
"22213","No schooling"
"22214","No schooling"
"22215","No schooling"
"22216","No schooling"
"22217","No schooling"
"22218","No schooling"
"22219","No schooling"
"22220","No schooling"
"22221","No schooling"
"22222","No schooling"
"22223","No schooling"
"22224","No schooling"
"22225","No schooling"
"22226","No schooling"
"22227","No schooling"
"22228","Matric"
"22229","Preschool/ Primary"
"22230","No schooling"
"22231","No schooling"
"22232","No schooling"
"22233","Preschool/ Primary"
"22234","Preschool/ Primary"
"22235","No schooling"
"22236","No schooling"
"22237","No schooling"
"22238","No schooling"
"22239","No schooling"
"22240","Preschool/ Primary"
"22241","Preschool/ Primary"
"22242","Preschool/ Primary"
"22243","No schooling"
"22244","No schooling"
"22245","No schooling"
"22246","No schooling"
"22247","No schooling"
"22248","Preschool/ Primary"
"22249","No schooling"
"22250","Preschool/ Primary"
"22251","Matric"
"22252","Matric"
"22253","Matric"
"22254","Preschool/ Primary"
"22255","No schooling"
"22256","Masters or above"
"22257","Graduation"
"22258","No schooling"
"22259","Preschool/ Primary"
"22260","No schooling"
"22261","Matric"
"22262","Preschool/ Primary"
"22263","Matric"
"22264","Masters or above"
"22265","No schooling"
"22266","No schooling"
"22267","Preschool/ Primary"
"22268","Preschool/ Primary"
"22269","No schooling"
"22270","No schooling"
"22271","No schooling"
"22272","No schooling"
"22273","No schooling"
"22274","No schooling"
"22275","No schooling"
"22276","No schooling"
"22277","No schooling"
"22278","No schooling"
"22279","No schooling"
"22280","No schooling"
"22281","No schooling"
"22282","No schooling"
"22283","Matric"
"22284","No schooling"
"22285","No schooling"
"22286","No schooling"
"22287","Preschool/ Primary"
"22288","Preschool/ Primary"
"22289","Preschool/ Primary"
"22290","No schooling"
"22291","Preschool/ Primary"
"22292","No schooling"
"22293","Middle"
"22294","No schooling"
"22295","Middle"
"22296","Preschool/ Primary"
"22297","Matric"
"22298","No schooling"
"22299","Preschool/ Primary"
"22300","Preschool/ Primary"
"22301","No schooling"
"22302","No schooling"
"22303","No schooling"
"22304","No schooling"
"22305","No schooling"
"22306","Preschool/ Primary"
"22307","Preschool/ Primary"
"22308","No schooling"
"22309","No schooling"
"22310","No schooling"
"22311","Matric"
"22312","No schooling"
"22313","No schooling"
"22314","No schooling"
"22315","Preschool/ Primary"
"22316","No schooling"
"22317","No schooling"
"22318","No schooling"
"22319","No schooling"
"22320","No schooling"
"22321","Preschool/ Primary"
"22322","Preschool/ Primary"
"22323","No schooling"
"22324","No schooling"
"22325","No schooling"
"22326","Preschool/ Primary"
"22327","Preschool/ Primary"
"22328","No schooling"
"22329","No schooling"
"22330","No schooling"
"22331","Preschool/ Primary"
"22332","Preschool/ Primary"
"22333","No schooling"
"22334","No schooling"
"22335","No schooling"
"22336","No schooling"
"22337","Preschool/ Primary"
"22338","Preschool/ Primary"
"22339","Preschool/ Primary"
"22340","Preschool/ Primary"
"22341","No schooling"
"22342","Preschool/ Primary"
"22343","No schooling"
"22344","No schooling"
"22345","No schooling"
"22346","Preschool/ Primary"
"22347","No schooling"
"22348","No schooling"
"22349","No schooling"
"22350","No schooling"
"22351","No schooling"
"22352","No schooling"
"22353","Middle"
"22354","Intermediate"
"22355","No schooling"
"22356","Preschool/ Primary"
"22357","No schooling"
"22358","Matric"
"22359","No schooling"
"22360","Preschool/ Primary"
"22361","No schooling"
"22362","No schooling"
"22363","Preschool/ Primary"
"22364","No schooling"
"22365","Preschool/ Primary"
"22366","No schooling"
"22367","No schooling"
"22368","Preschool/ Primary"
"22369","Preschool/ Primary"
"22370","No schooling"
"22371","Preschool/ Primary"
"22372","No schooling"
"22373","Preschool/ Primary"
"22374","No schooling"
"22375","No schooling"
"22376","Preschool/ Primary"
"22377","No schooling"
"22378","No schooling"
"22379","No schooling"
"22380","No schooling"
"22381","No schooling"
"22382","No schooling"
"22383","No schooling"
"22384","No schooling"
"22385","No schooling"
"22386","No schooling"
"22387","No schooling"
"22388","No schooling"
"22389","No schooling"
"22390","No schooling"
"22391","No schooling"
"22392","No schooling"
"22393","No schooling"
"22394","No schooling"
"22395","No schooling"
"22396","No schooling"
"22397","No schooling"
"22398","No schooling"
"22399","Preschool/ Primary"
"22400","No schooling"
"22401","No schooling"
"22402","No schooling"
"22403","No schooling"
"22404","No schooling"
"22405","No schooling"
"22406","Matric"
"22407","No schooling"
"22408","Preschool/ Primary"
"22409","No schooling"
"22410","No schooling"
"22411","No schooling"
"22412","No schooling"
"22413","Middle"
"22414","No schooling"
"22415","Preschool/ Primary"
"22416","No schooling"
"22417","No schooling"
"22418","No schooling"
"22419","No schooling"
"22420","No schooling"
"22421","No schooling"
"22422","No schooling"
"22423","No schooling"
"22424","No schooling"
"22425","No schooling"
"22426","No schooling"
"22427","No schooling"
"22428","No schooling"
"22429","No schooling"
"22430","No schooling"
"22431","No schooling"
"22432","Middle"
"22433","No schooling"
"22434","Preschool/ Primary"
"22435","No schooling"
"22436","No schooling"
"22437","No schooling"
"22438","No schooling"
"22439","No schooling"
"22440","No schooling"
"22441","No schooling"
"22442","No schooling"
"22443","No schooling"
"22444","No schooling"
"22445","No schooling"
"22446","Preschool/ Primary"
"22447","No schooling"
"22448","Preschool/ Primary"
"22449","No schooling"
"22450","No schooling"
"22451","Preschool/ Primary"
"22452","No schooling"
"22453","Preschool/ Primary"
"22454","Preschool/ Primary"
"22455","No schooling"
"22456","Matric"
"22457","No schooling"
"22458","No schooling"
"22459","Matric"
"22460","No schooling"
"22461","Middle"
"22462","Preschool/ Primary"
"22463","No schooling"
"22464","No schooling"
"22465","Preschool/ Primary"
"22466","No schooling"
"22467","No schooling"
"22468","Preschool/ Primary"
"22469","Matric"
"22470","No schooling"
"22471","Intermediate"
"22472","Preschool/ Primary"
"22473","No schooling"
"22474","Preschool/ Primary"
"22475","No schooling"
"22476","Matric"
"22477","No schooling"
"22478","Preschool/ Primary"
"22479","No schooling"
"22480","No schooling"
"22481","No schooling"
"22482","Matric"
"22483","No schooling"
"22484","No schooling"
"22485","No schooling"
"22486","Matric"
"22487","No schooling"
"22488","No schooling"
"22489","No schooling"
"22490","No schooling"
"22491","Middle"
"22492","Matric"
"22493","Matric"
"22494","Intermediate"
"22495","Matric"
"22496","Intermediate"
"22497","No schooling"
"22498","Preschool/ Primary"
"22499","Intermediate"
"22500","No schooling"
"22501","Preschool/ Primary"
"22502","Middle"
"22503","Preschool/ Primary"
"22504","No schooling"
"22505","Matric"
"22506","Preschool/ Primary"
"22507","No schooling"
"22508","Matric"
"22509","Graduation"
"22510","No schooling"
"22511","Intermediate"
"22512","Matric"
"22513","Graduation"
"22514","No schooling"
"22515","Preschool/ Primary"
"22516","Masters or above"
"22517","Graduation"
"22518","Preschool/ Primary"
"22519","No schooling"
"22520","Preschool/ Primary"
"22521","Preschool/ Primary"
"22522","No schooling"
"22523","Intermediate"
"22524","Matric"
"22525","Intermediate"
"22526","Matric"
"22527","Matric"
"22528","Masters or above"
"22529","Masters or above"
"22530","No schooling"
"22531","No schooling"
"22532","Masters or above"
"22533","Masters or above"
"22534","Middle"
"22535","No schooling"
"22536","Preschool/ Primary"
"22537","Intermediate"
"22538","Graduation"
"22539","Masters or above"
"22540","Masters or above"
"22541","No schooling"
"22542","Masters or above"
"22543","No schooling"
"22544","Middle"
"22545","No schooling"
"22546","Matric"
"22547","Preschool/ Primary"
"22548","Preschool/ Primary"
"22549","No schooling"
"22550","Preschool/ Primary"
"22551","No schooling"
"22552","Preschool/ Primary"
"22553","No schooling"
"22554","No schooling"
"22555","Preschool/ Primary"
"22556","Intermediate"
"22557","No schooling"
"22558","No schooling"
"22559","Matric"
"22560","Preschool/ Primary"
"22561","No schooling"
"22562","Preschool/ Primary"
"22563","No schooling"
"22564","Matric"
"22565","Preschool/ Primary"
"22566","Matric"
"22567","Preschool/ Primary"
"22568","No schooling"
"22569","No schooling"
"22570","Preschool/ Primary"
